19.06,9.3,11.2300005,225,190.2,195.2,199.9,204.9,52.96,43.55526,49.80425
19.06,9.26,11.154,225.1,190.1,195.2,200.2,204.9,52.980000000000004,43.705845,49.79192
19,9.28,10.883,225,190.2,195.1,200.2,205.2,52.88,44.256096,49.730263
19.04,9.200000000000001,11.162001,225,190.4,195.2,200.2,205.2,52.9,44.429836,49.65628
19.06,9.24,11.226001,224.8,190.4,195.2,200.2,205.2,52.96,44.50157,49.717934
19.06,9.200000000000001,11.204,224.9,190.1,195.1,200.2,205.2,52.96,44.75006,49.853573
19,9.32,10.877001,225.2,190.2,195.1,200.2,205.2,52.88,31.98658,49.63162
19.04,9.28,11.125001,225.1,190.2,195.1,200.1,205.2,52.9,40.584984,49.779587
19.02,9.28,11.068001,225,190.1,195.1,200.1,205.2,52.92,43.522797,49.754925
18.98,9.28,10.678,225,189.9,195.1,200.1,205.2,52.9,44.23809,49.69327
19.04,9.28,11.1640005,225,189.9,195.1,200.1,205.1,52.94,44.450073,49.7056
19.02,9.32,10.861,225,189.9,195,200.1,205.1,52.88,44.443512,49.66861
19,9.32,10.932,225,189.9,194.9,200.1,205.1,52.9,44.746742,49.69327
19.04,9.3,11.074,224.9,189.9,194.8,200.1,205.1,52.9,35.626965,49.717934
19.04,9.28,10.975,225.2,189.9,194.8,200.1,205.1,52.94,39.168243,49.767258
19,9.28,10.959001,225.1,189.9,194.8,200.1,205.1,52.9,43.288956,49.643948
19.02,9.34,10.978001,225,189.9,194.9,200,205.1,52.9,43.943367,49.63162
19.02,9.28,11.036,225.2,189.8,194.9,200,205.1,52.92,44.45385,49.779587
19.02,9.22,11.092001,225.2,189.9,194.9,200,205.1,52.88,44.47979,49.81658
19,9.34,10.916,224.9,190.2,194.9,199.8,205,52.9,45.266895,49.717934
19.02,9.22,11.0130005,224.9,190,194.9,199.8,204.8,52.9,36.05503,49.84124
19.02,9.32,11.098001,225.2,190.2,194.9,199.8,204.8,52.92,40.892296,49.939888
19.04,9.26,11.226001,225,190.2,194.9,199.8,204.8,52.92,42.557144,49.865902
19.04,9.28,11.1,225.1,190.1,194.9,199.8,204.8,52.9,43.394394,49.890564
19.02,9.28,11.067,225.1,189.9,194.9,199.8,204.8,52.92,43.750782,49.878235
19.06,9.32,11.246,225.1,190.2,195.2,199.8,204.8,52.94,44.118614,49.878235
19.06,9.24,11.185,225,190.1,195.2,199.9,204.9,52.980000000000004,44.321842,49.890564
19.02,9.34,10.9140005,225.2,190.2,195.2,199.9,204.9,52.92,44.443035,49.767258
19.080000000000002,9.26,11.223001,225.1,190.2,195.2,199.9,204.9,52.96,44.464397,49.79192
19.02,9.32,10.990001,225,190.2,195.2,199.9,204.9,52.94,44.442577,49.79192
19.04,9.36,11.190001,225.2,190.2,195.2,199.9,204.9,52.92,44.67804,49.742596
19.080000000000002,9.22,11.250001,225.1,190.2,195.2,199.9,204.9,52.980000000000004,44.769764,49.84124
19.080000000000002,9.22,11.250001,225,190.2,195.2,200.2,205.2,52.980000000000004,44.748116,49.767258
19.04,9.36,11.056001,224.9,190.2,195.2,200.2,205.2,52.92,44.876614,49.69327
